iter	Logloss
363	0.5218130431
364	0.5216083056
365	0.5214357907
366	0.5212078803
367	0.5210571102
368	0.5208963102
369	0.5206926938
370	0.5205482187
371	0.5202825784
372	0.5201526866
373	0.5198612089
374	0.5196528148
375	0.5193951927
376	0.5191488583
377	0.5189546434
378	0.5187028801
379	0.5185844712
380	0.5183125621
381	0.5180107648
382	0.5175583594
383	0.5172321721
384	0.517022404
385	0.5168307829
386	0.5166064235
387	0.5163943096
388	0.5161079424
389	0.5158474688
390	0.5157424684
391	0.5155726184
392	0.5154274755
393	0.515152726
394	0.514930739
395	0.5146778716
396	0.5145432641
397	0.5143144973
398	0.5140621619
399	0.5138903967
400	0.5137902785
401	0.5136995884
402	0.5135473464
403	0.5133194566
404	0.5131692009
405	0.5129818162
406	0.5128148401
407	0.5126959503
408	0.5126338198
409	0.5124181897
410	0.5122830672
411	0.5120839883
412	0.5118318009
413	0.5117118882
414	0.5113876811
415	0.5112681746
416	0.5108830827
417	0.5104976275
418	0.5103783286
419	0.5100809416
420	0.5099097762
421	0.5098038572
422	0.5096256488
423	0.5094699573
424	0.5092714628
425	0.5091218796
426	0.5088536847
427	0.5086840365
428	0.5085197254
429	0.5083139218
430	0.5081531153
431	0.5076968257
432	0.5074358819
433	0.5073878151
434	0.5071669035
435	0.5070065987
436	0.5067667493
437	0.5066059891
438	0.5064106014
439	0.5060149699
440	0.5058346212
441	0.5055959797
442	0.5054803022
443	0.5052941433
444	0.5051017845
445	0.5049481268
446	0.504688058
447	0.504607809
448	0.5042278239
449	0.5040373942
450	0.5039004292
451	0.5036058324
452	0.5034556817
453	0.5032306549
454	0.5031221882
455	0.5028857324
456	0.5026230199
457	0.5025316586
458	0.5023867069
459	0.5022376084
460	0.5019909657
461	0.5018995324
462	0.5016564513
463	0.5014762327
464	0.5012647818
465	0.5009110867
466	0.5007223872
467	0.5006026146
468	0.5004498081
469	0.5003238928
470	0.5001921907
471	0.4999837614
472	0.4999167914
473	0.4996571243
474	0.4994895945
475	0.4993418649
476	0.4991839552
477	0.498978748
478	0.4987621067
479	0.4985612687
480	0.4983662814
481	0.4982315985
482	0.4980927536
483	0.4979853281
484	0.4977781797
485	0.4974793101
486	0.4973825929
487	0.4971897112
488	0.4970373391
489	0.4969512227
490	0.4966716631
491	0.4964487303
492	0.4961992104
493	0.4960687085
494	0.4959161333
495	0.4957332358
496	0.495603907
497	0.495441593
498	0.4952713511
499	0.4950244082
500	0.4948995349
501	0.4946585479
502	0.4945162259
503	0.4943269884
504	0.4940234904
505	0.4939497131
506	0.4937928461
507	0.4936473067
508	0.4935124071
509	0.4934531735
510	0.4931246475
511	0.492994601
512	0.4928301028
513	0.492717566
514	0.4925882743
515	0.4923696122
516	0.492027503
517	0.4919023231
518	0.4917945969
519	0.4915300973
520	0.4913251184
521	0.491050557
522	0.4908084078
523	0.4904987597
524	0.4902256629
525	0.4900089403
526	0.4898027926
527	0.4896896945
528	0.4896032276
529	0.489514022
530	0.4893986501
531	0.48926373
532	0.4891197242
533	0.4889552303
534	0.4887537242
535	0.488585396
536	0.4884072828
537	0.4882832479
538	0.4881287843
539	0.4879666222
540	0.4879007314
541	0.4877062723
542	0.4875673716
543	0.4874283878
544	0.4872414885
545	0.4870183028
546	0.4869027071
547	0.4867111802
548	0.486648155
549	0.4865115985
550	0.4863613293
551	0.4862368449
552	0.4861115135
553	0.4859406344
554	0.4858507014
555	0.4856736716
556	0.4855116191
557	0.4854122123
558	0.4852922008
559	0.4851040824
560	0.4850084848
561	0.4848143157
562	0.4847139185
563	0.4845929046
564	0.4844384626
565	0.4842404832
566	0.4841228992
567	0.4839921308
568	0.4838543663
569	0.4837549432
570	0.4836149584
571	0.4834219323
572	0.4832198644
573	0.4831117984
574	0.4828380272
575	0.4826747716
576	0.4825941605
577	0.4824506409
578	0.4822731483
579	0.482121879
580	0.4819610503
581	0.481829187
582	0.481664835
583	0.4815657296
584	0.4813914938
585	0.4812273049
586	0.4809696402
587	0.4808959309
588	0.4806577861
589	0.4805105306
590	0.480434891
591	0.4803178351
592	0.480183332
593	0.4799536392
594	0.4798485047
595	0.4796749461
596	0.4795316309
597	0.4794192979
598	0.4792834732
599	0.4791992664
600	0.4790262481
601	0.4788554215
602	0.4787934528
603	0.4785334399
604	0.4784408824
605	0.4782535049
606	0.47804534
607	0.4778471625
608	0.477692112
609	0.4776066168
610	0.4774636402
611	0.4773789135
612	0.4772892586
613	0.4771562578
614	0.4769933839
615	0.4768973008
616	0.4767087893
617	0.4766821089
618	0.4765555252
619	0.4763554458
620	0.4762732666
621	0.4761427399
622	0.475974123
623	0.475911752
624	0.4758560048
625	0.4757646561
626	0.4755681723
627	0.4754053784
628	0.4752926994
629	0.4751085838
630	0.4749826301
631	0.47489057
632	0.4747975723
633	0.4747010805
634	0.4745334674
635	0.4742630454
636	0.4741911499
637	0.474087501
638	0.4740368167
639	0.4738997061
640	0.4737888535
641	0.4737519396
642	0.4735666986
643	0.4734493977
644	0.4734258885
645	0.4733216566
646	0.4730922561
647	0.4729958995
648	0.4728480668
649	0.4726081076
650	0.4724556472
651	0.4722928833
652	0.4721710233
653	0.4720624554
654	0.4719270679
655	0.4718558061
656	0.4717714762
657	0.4716156306
658	0.4714967926
659	0.4713679892
660	0.4712770556
661	0.4711204791
662	0.4709692582
663	0.4707202428
664	0.4706137733
665	0.4704704411
666	0.470271071
667	0.4701537886
668	0.4700259195
669	0.4698907248
670	0.4698304872
671	0.4697113936
672	0.4695564237
673	0.4694642638
674	0.4694024396
675	0.469258414
676	0.4691403732
677	0.4690427925
678	0.4688190857
679	0.4687116011
680	0.4685429016
681	0.4684981343
682	0.4683148367
683	0.4682390847
684	0.4681533418
685	0.4680061763
686	0.4677700824
687	0.4676487074
688	0.4675775849
689	0.4673904449
690	0.467234669
691	0.4670043086
692	0.4668687509
693	0.4667382908
694	0.4666239602
695	0.4665068072
696	0.4664275773
697	0.4663146392
698	0.4661914211
699	0.466085546
700	0.4659048855
701	0.4658235917
702	0.4657431836
703	0.4655770769
704	0.4654349376
705	0.4652440624
706	0.4651561279
707	0.4649058806
708	0.4647851797
709	0.4646265742
710	0.4645451931
711	0.4644069681
712	0.4642900912
713	0.464181915
714	0.4641004577
715	0.463970187
716	0.4638900006
717	0.463805072
718	0.4636952131
719	0.4635671271
720	0.4634393819
721	0.463211838
722	0.4630911345
723	0.4629403481
724	0.4628335087
725	0.462732195
726	0.4626101483
727	0.4624076531
728	0.4622587448
729	0.4621694549
730	0.4620756639
731	0.4619139066
732	0.4618377879
733	0.4617358582
734	0.4616050999
735	0.4614787228
736	0.4613440002
737	0.4612833025
738	0.4611530514
739	0.4610802139
740	0.4609603913
741	0.4608466333
742	0.4607670518
743	0.4606445513
744	0.4605276525
745	0.4604524133
746	0.4603264884
747	0.4602663731
748	0.460127092
749	0.4599969625
750	0.4598696897
751	0.4598334528
752	0.4596937644
753	0.459487816
754	0.4592921092
755	0.4592647103
756	0.459090996
757	0.4588893057
758	0.4588275364
759	0.4587644015
760	0.4586307966
761	0.4583664312
762	0.458236074
763	0.45810862
764	0.4579782757
765	0.4578593396
766	0.4576879629
767	0.4575362809
768	0.4573663247
769	0.4572615101
770	0.4571231416
771	0.4568964062
772	0.4567878462
773	0.4566740826
774	0.4565281142
775	0.4564279908
776	0.4562329307
777	0.4561532981
778	0.4560678419
779	0.4559123495
780	0.4557507333
781	0.4556077239
782	0.4555318708
783	0.4554354215
784	0.4553791578
785	0.4552767309
786	0.4552400078
787	0.4550352933
788	0.4549115059
789	0.4548565445
790	0.4547556221
791	0.4545453038
792	0.4544095771
793	0.4543440591
794	0.4542709121
795	0.4541723745
796	0.4540195016
797	0.4539827455
798	0.4538808749
799	0.4537751635
800	0.4536957418
801	0.4536334381
802	0.4534800133
803	0.453372274
804	0.4532947494
805	0.453230792
806	0.4531433683
807	0.4530765476
808	0.4528936075
809	0.4526992039
810	0.4526102393
811	0.4524822684
812	0.4524347502
813	0.4522890185
814	0.4521936557
815	0.4520703769
816	0.4519488306
817	0.4517883381
818	0.4516275
819	0.4515419005
820	0.4514844125
821	0.451382905
822	0.4511794322
823	0.4509942743
824	0.4509173548
825	0.4507512619
826	0.4507125132
827	0.4506241621
828	0.4505502509
829	0.4504380558
830	0.4503107776
831	0.4502359826
832	0.4501406047
833	0.4499932548
834	0.4499166699
835	0.4497703448
836	0.4496982602
837	0.4495696642
838	0.4493851512
839	0.4492100947
840	0.4491384498
841	0.4490086478
842	0.448939545
843	0.4488712155
844	0.4487137787
845	0.4486702397
846	0.4485582169
847	0.4483912472
848	0.4482374022
849	0.4480471421
850	0.4478201221
851	0.4477445156
852	0.4475864421
853	0.4474792315
854	0.4474365606
855	0.4473454257
856	0.447257095
857	0.4470881278
858	0.446912623
859	0.4468093577
860	0.446715641
861	0.4465249174
862	0.446406004
863	0.4463210406
864	0.4461734833
865	0.4461340729
866	0.4460229733
867	0.4459191884
868	0.4458222325
869	0.4456620913
870	0.4455741149
871	0.4454632943
872	0.445368505
873	0.4452865451
874	0.4452415492
875	0.4451761841
876	0.4450362544
877	0.4449137579
878	0.44483649
879	0.4447597612
880	0.4446529806
881	0.444538258
882	0.4444664306
883	0.4443510879
884	0.4442579679
885	0.4441157961
886	0.4440551241
887	0.4439760182
888	0.4439091016
889	0.4437824846
890	0.4436707571
891	0.4435983245
892	0.4434608225
893	0.4433867435
894	0.4432631139
895	0.4431891716
896	0.443164422
897	0.4431128103
898	0.4430010076
899	0.4428328122
900	0.4427597494
901	0.4426768407
902	0.4425885326
903	0.4424614558
904	0.4423565123
905	0.4421732507
906	0.4420782618
907	0.4419599208
908	0.4418940147
909	0.4416998187
910	0.4415933173
911	0.4415545493
912	0.4414371066
913	0.4413602208
914	0.441314344
915	0.4412337494
916	0.4411249402
917	0.4410417055
918	0.4409810375
919	0.4408442148
920	0.4407690484
921	0.4406926084
922	0.4405828364
923	0.440365596
924	0.4402641178
925	0.4401322402
926	0.4400751947
927	0.4399725551
928	0.439765657
929	0.4397032136
930	0.4395555093
931	0.4394259231
932	0.4392790675
933	0.4391146752
934	0.4390660028
935	0.4389460118
936	0.4388622913
937	0.4388176795
938	0.4386206955
939	0.4384245681
940	0.4383748168
941	0.4382479875
942	0.4380973199
943	0.4379776273
944	0.4378924166
945	0.4377559377
946	0.4376221369
947	0.4375422051
948	0.4374697099
949	0.4374220714
950	0.4372705386
951	0.4371778508
952	0.437100693
953	0.4370578173
954	0.4369873309
955	0.4369581029
956	0.4368812243
957	0.4368173759
958	0.4366865047
959	0.4366443534
960	0.4365890512
961	0.4365305966
962	0.4364828475
963	0.4364405366
964	0.4363378933
965	0.436220839
966	0.4361000353
967	0.4360315468
968	0.4358741587
969	0.4357399146
970	0.4356232676
971	0.4355373597
972	0.435407668
973	0.4352794159
974	0.4352275849
975	0.4351517945
976	0.434982556
977	0.4348774488
978	0.4347492766
979	0.4346433056
980	0.4345076293
981	0.4344958172
982	0.434447036
983	0.4343469375
984	0.4342396116
985	0.4341425723
986	0.4340347439
987	0.4339569379
988	0.4338691424
989	0.4337993851
990	0.433664732
991	0.4335651281
992	0.4334680976
993	0.4333709303
994	0.433323775
995	0.4332233247
996	0.4330503686
997	0.4329518016
998	0.4328398167
999	0.4327049295
